name,email,Wybrany dnia,Lista,Okręg wyborczy,Liczba głosów,Ślubowanie,Staż parlamentarny,Klub/koło,Data i miejsce urodzenia,Wykształcenie,Ukończona szkoła,Zawód,Funkcja w klubie/kole,Tytuł/stopień naukowy,Wybrana dnia,Funkcja w Sejmie,Wygaśnięcie mandatu
Robert Warwas,Robert.Warwas@sejm.pl,13-10-2019,Prawo i Sprawiedliwość,32  Katowice,20354,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,"13-08-1976, Jaworzno",wyższe,"Uniwersytet Śląski, Wydział Nauk Społecznych, Politologia - magister (2002)Uniwersytet Śląski Wydział Prawa i Administracji, Prawo gospodarcze i handlowe (2009) - studia podyplomowe",politolog,,,,,
Jan Warzecha,Jan.Warzecha@sejm.pl,13-10-2019,Prawo i Sprawiedliwość,23  Rzeszów,18913,12-11-2019,"poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,"21-04-1959, Jodłowa",wyższe,"Akademia Rolnicza w Krakowie, Wydział Ekonomiki Produkcji i Obrotu Rolnego - magister inżynier (1985)",ekonomista,,,,,
Anna Wasilewska,,,Koalicja Obywatelska,35  Olsztyn,10982,12-11-2019,poseł VIII kadencji,"Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni","10-01-1958, Ostrowiec Świętokrzyski",wyższe,"Akademia Rolniczo-Techniczna w Olsztynie, Technologia Żywności, Technologia żywności - magister inżynier (1982)Instytut Kształcenia Nauczycieli im. Spasowskiego w Warszawie, Pedagogika i pedagogika specjalna (1985) - studia podyplomoweBałtycka Wyższa Szkoła Humanistyczna w Koszalinie, Menadżer oświaty (1996) - studia podyplomowe",poseł,,,13-10-2019,,06-04-2021
Małgorzata Wassermann,Malgorzata.Wassermann@sejm.pl,,Prawo i Sprawiedliwość,13  Kraków,140692,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,"16-03-1978, Kraków",wyższe,"Uniwersytet Jagielloński w Krakowie, Wydział Prawa i Administracji, Prawo - magister (2002)",adwokat,,,13-10-2019,,
Piotr Wawrzyk,Piotr.Wawrzyk@sejm.pl,13-10-2019,Prawo i Sprawiedliwość,33  Kielce,6750,12-11-2019,brak,Klub Parlamentarny Prawo i Sprawiedliwość,"31-12-1967, Kielce",wyższe,"Uniwersytet Warszawski, Wydział Dziennikarstwa i Nauk Politycznych, Nauki Polityczne - magister (1993)Uniwersytet Warszawski, Wydział Prawa i Administracji, Prawo - magister (2005)Akademia Humanistyczna im. Aleksandra Gieysztora, Nauki Społeczne (2006) - studia doktoranckieUniwersytet Warszawski, Nauki Społeczne - doktor habilitowany (2014)",nauczyciel akademicki,, doktor habilitowany,,,
Maciej Wąsik,Maciej.Wasik@sejm.pl,13-10-2019,Prawo i Sprawiedliwość,16  Płock,14280,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,"16-10-1969, Warszawa",wyższe,"Uniwersytet Warszawski, Wydział Historyczny, Archeologia - magister (1994)",archeolog,,,,,
Marta Wcisło,Marta.Wcislo@sejm.pl,,Koalicja Obywatelska,6  Lublin,15062,12-11-2019,brak,"Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni","26-02-1969, Kraśnik",wyższe,"Uniwersytet Mrii Curie-Skłodowskiej, Wydział Artystyczny, Artystyczny - magister (1994)Lubelska Szkoła Wyższa, Zarządzanie Placówkami Oświatowymi (2012) - studia podyplomoweLubelska Szkoła Wyższa, Zarządzaniew Zasobami Ludzkimi (2019) - studia podyplomowe",przedstawiciel władzy samorządowej,,,13-10-2019,,
Rafał Weber,Rafal.Weber@sejm.pl,13-10-2019,Prawo i Sprawiedliwość,23  Rzeszów,26746,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,"01-09-1981, Tarnobrzeg",wyższe,"Wyższa Szkoła Prawa i Administracji, Wydział Prawa i Administracji, Prawo i administracja - magister (2007)",prawnik,,,,,
Marek Wesoły,Marek.Wesoly@sejm.pl,13-10-2019,Prawo i Sprawiedliwość,31  Katowice,6091,12-11-2019,brak,Klub Parlamentarny Prawo i Sprawiedliwość,"03-05-1972, Ruda Śląska",wyższe,"Uniwersytet Śląski w Katowicach, Wydział Teologiczny, Telogia - licencjat (2003)",przedsiębiorca,,,,,
Patryk Wicher,Patryk.Wicher@sejm.pl,13-10-2019,Prawo i Sprawiedliwość,14  Nowy Sącz,10900,12-11-2019,brak,Klub Parlamentarny Prawo i Sprawiedliwość,"09-03-1986, Nowy Sącz",wyższe,"Wyższa Szkoła Biznesu NLU - Nowy Sącz, Wydział Studiów Politycznych, politologia - licencjat (2008)Wyższa Szkoła Biznesu NLU - Nowy Sącz, Wydział Studiów Politycznych, politologia - magister (2010)Państwowa Wyższa Szkoła Zawodowa w Nowym Sączu, Studia Przygotowania Pedagogicznego (2010) - studia podyplomoweWyższa Szkoła Przedsiębiorczości i Marketingu w Chrzanowie, Menadżer Ekonomii Społecznej (2011) - studia podyplomoweWyższa Szkoła Biznesu NLU - Nowy Sącz, Wydział Przedsiębiorczości i Zarządzania, zarządzanie - magister (2012)Wyższa szkoła Biznesu i Przedsiębiorczości w Ostrowcu Świętokrzyskim, zarządzanie instytucją oświatową w zreformowanym systemie edukacji (2012) - studia podyplomoweUniwersytet Jagielloński w Krakowie, Mediacja i inne metody alternatywnego rozwiązywania spraw (2012) - studia podyplomoweUniwersytet Ekonomiczny w Krakowie, MBA in Public Management (2018) - studia podyplomoweUniwersytet Mikołaja Kopernika w Toruniu, audyt wewnętrzny sektora finansów publicznych (2019) - studia podyplomowe",menadżer,,,,,
Dariusz Wieczorek,Dariusz.Wieczorek@sejm.pl,13-10-2019,Sojusz Lewicy Demokratycznej,41  Szczecin,24924,12-11-2019,brak,"Koalicyjny Klub Parlamentarny Lewicy (Nowa Lewica, PPS, Razem)","23-05-1965, Szczecin",wyższe,"Politechnika Szczecińska, Wydział Elektryczny, Elektroenergetyka - magister inżynier (1989)Uniwersytet Ekonomiczny w Poznaniu, Organizacja i zarządzanie gospodarką turystyczną (1994) - studia podyplomoweUniwersytet Szczeciński, Prawo administracyjne i samorządowe (2001) - studia podyplomowe",inżynier elektryk,sekretarz,,,,
Monika Wielichowska,Monika.Wielichowska@sejm.pl,,Koalicja Obywatelska,2  Wałbrzych,15399,12-11-2019,"poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni","04-10-1973, Nowa Ruda",wyższe,"Akademia Ekonomiczna we Wrocławiu, Wydział Gospodarki Regionalnej i Turystyki, Marketing - magister (1997)Uniwersytet Wrocławski, Dziennikarstwo i zarządzanie informacją Public Relations (2005) - studia podyplomoweAkademia Ekonomiczna we Wrocławiu, Menadżerskie Studium Podyplomowe, Obsługa i wykorzystanie funduszy unijnych wspierających polską samorządność i przedsiębiorczość (2007) - studia podyplomoweSzkoła Główna Handlowa w Warszawie, Zarządzanie i finansowanie infrastruktury drogowej (2012) - studia podyplomowe",ekonomista,,,13-10-2019,,
Ryszard Wilczyński,Ryszard.Wilczynski@sejm.pl,13-10-2019,Koalicja Obywatelska,21  Opole,6436,12-11-2019,poseł VIII kadencji,"Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni","23-10-1960, Ostrów Wielkopolski",wyższe,"Uniwersytet Wrocławski, Wydział Nauk Przyrodniczych, Geologia - magister (1984)",pracownik administracji samorządowej,,,,,
Jerzy Wilk,,13-10-2019,Prawo i Sprawiedliwość,34  Elbląg,18620,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,"15-03-1955, Elbląg",wyższe,"Wyższa Szkoła Zarządzania i Przedsiębiorczości w Warszawie, Wydział Zarządzania i Marketingu, Zarządzanie organizacjami - licencjat (2002)",parlamentarzysta,,,,,16-05-2021
Robert Winnicki,Robert.Winnicki@sejm.pl,13-10-2019,Konfederacja Wolność i Niepodległość,24  Białystok,22639,12-11-2019,poseł VIII kadencji,Koło Poselskie Konfederacja,"18-07-1985, Zgorzelec",średnie ogólne,Liceum Ogólnokształcące im. Adama Mickiewicza w Lubaniu (2004),publicysta,,,,,
Mariusz Witczak,Mariusz.Witczak@sejm.pl,13-10-2019,Koalicja Obywatelska,36  Kalisz,36120,12-11-2019,"senator VI kadencji, senator VII kadencji, poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni","14-04-1971, Koźminek",wyższe,"Uniwersytet im. A. Mickiewicza w Poznaniu, Wydział Nauk Społecznych, Politologia - magister (1997)Uniwersytet im. A. Mickiewicza w Poznaniu, Nauki humanistyczne - doktor (2005)",politolog,, doktor,,,
Elżbieta Witek,Elzbieta.Witek@sejm.pl,,Prawo i Sprawiedliwość,1  Legnica,46171,12-11-2019,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,"17-12-1957, Jawor",wyższe,"Uniwersytet Wrocławski, Wydział Filozoficzno-Historyczny, Historia - magister (1980)Uniwersytet Wrocławski, Instytut Historii, Wiedza o Unii Europejskiej (1996) - studia podyplomowe",parlamentarzysta,,,13-10-2019,Marszałek Sejmu od 12-11-2019,
Grzegorz Wojciechowski,Grzegorz.Wojciechowski@sejm.pl,13-10-2019,Prawo i Sprawiedliwość,10  Piotrków Trybunalski,25575,12-11-2019,"senator VII kadencji, senator VIII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,"25-08-1960, Rawa Mazowiecka",wyższe,"Szkoła Główna Gospodarstwa Wiejskiego w Warszawie, Wydział Rolniczy, Rolnictwo - magister inżynier (1986)Politechnika Łódzka, Informatyka (2000) - studia podyplomowe",rolnik,,,,,
Agata Katarzyna Wojtyszek,Agata.Wojtyszek@sejm.pl,,Prawo i Sprawiedliwość,33  Kielce,18333,12-11-2019,brak,Klub Parlamentarny Prawo i Sprawiedliwość,"23-10-1967, starachowice",wyższe,"Wyższa Szkoła Pedagogiczna w Kielcach, Wydział Matematyczno-Przyrodniczy, matematyka - magister (1990)Politechnika Świętokrzyska w Kielcach, informatyki (1999) - studia podyplomoweCentrum Doskonalenia Kadr Oświatowych Starachowice, organizacja i zarządzanie oświatą (2003) - studia podyplomoweCentrum Doskonalenia Kadr Oświatowych Starachowice, oligofrenopedagogika (2012) - studia podyplomoweCentrum Doskonalenia Kadr Oświatowych Starachowice, andragogika przygotowująca do pracy z dorosłymi (2012) - studia podyplomowe",nauczyciel,,,13-10-2019,,
Zdzisław Wolski,Zdzislaw.Wolski@sejm.pl,13-10-2019,Sojusz Lewicy Demokratycznej,28  Częstochowa,18527,12-11-2019,brak,"Koalicyjny Klub Parlamentarny Lewicy (Nowa Lewica, PPS, Razem)","25-02-1956, Szczawno-Zdrój",wyższe,"Śląska Akademia Medyczna, Wydział Lekarski - lekarz (1980)Uniwersytet Śląski, Wydział Prawa i Zarządzania (2002) - studia podyplomoweUniwersytet Śląski, Prawa i Zarządzania (2002) - studia podyplomowe",lekarz medycyny,,,,,
Bogusław Wontor,Boguslaw.Wontor@sejm.pl,13-10-2019,Sojusz Lewicy Demokratycznej,8  Zielona Góra,18950,12-11-2019,"poseł IV kadencji, poseł V kadencji, poseł VI kadencji, poseł VII kadencji","Koalicyjny Klub Parlamentarny Lewicy (Nowa Lewica, PPS, Razem)","29-09-1967, Słubice",wyższe,"Politechnika Zielonogórska, Wydział Podstawowych Problemów Techniki, Zarządzanie i Marketing - magister inżynier (1988)Wyższa Szkoła Turystyki i Rekreacji (Warszawa), zarządzanie instytucjami sportowo-rekreacyjnymi (2007) - studia podyplomowe",ekonomista,,,,,
Michał Woś,Michal.Wos@sejm.pl,13-10-2019,Prawo i Sprawiedliwość,30  Bielsko-Biała,37763,12-11-2019,brak,Klub Parlamentarny Prawo i Sprawiedliwość,"08-02-1991, Racibórz",wyższe,"Uniwersytet Jagielloński w Krakowie, Wydział Prawa i Administracji, Prawo - magister (2016)Szkoła Główna Handlowa w Warszawie, studia menadżerskie (2018) - studia podyplomowe",prawnik,,,,,
Grzegorz Adam Woźniak,Grzegorz.Wozniak@sejm.pl,13-10-2019,Prawo i Sprawiedliwość,18  Siedlce,19082,12-11-2019,"poseł VII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,"18-12-1968, Garwolin",wyższe,"Uniwersytet Warszawski, Wydział Geografii i Studiów Regionalnych, Instytut Krajów Rozwijających się - Ameryka Łacińska - magister (1992)Uniwersytet Warszawski, Centrum Studiów Latynoamerykańskich CESLA, Wiedza o Ameryce Łacińskiej (1994) - studia podyplomowe",parlamentarzysta,,,,,
Tadeusz Woźniak,Tadeusz.Wozniak@sejm.pl,13-10-2019,Prawo i Sprawiedliwość,11  Sieradz,17923,12-11-2019,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,"15-01-1960, Kutno",wyższe,"Wyższa Szkoła Pedagogiczna w Olsztynie, Wydział Humanistyczny, Historia - magister (1985)Uniwersytet Warszawski, Samorząd terytorialny i rozwój lokalny (1992) - studia podyplomoweWyższa Szkoła Administarcji Publicznej w Łodzi, Administracja publiczna (2000) - studia podyplomowe",historyk,,,,,
Michał Wójcik,Michal.Wojcik@sejm.pl,13-10-2019,Prawo i Sprawiedliwość,31  Katowice,8315,12-11-2019,"poseł V kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,"17-04-1971, Kraków",wyższe,"Uniwersytet Ślaski w Katowicach, Wydział Prawa, Prawo - magister (1994)Wyższa Szkoła Bankowości i Finansów w Katowicach, Rozwój podmiotów gospodarczych (1998) - studia podyplomoweUniwersytet Śląski, Wydział Nauk Społecznych, nauk społecznych - nauk o polityce - doktor (2017)",polityk,, doktor,,,
Bartłomiej Wróblewski,Bartlomiej.Wroblewski@sejm.pl,13-10-2019,Prawo i Sprawiedliwość,39  Poznań,22181,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,"13-03-1975, Poznań",wyższe,"Uniwersytet im. A. Mickiewicza w Poznaniu, Wydział Prawa i Administracji, Prawo - magister (2000)Reński Uniwersytet Fryderyka Wilhelma w Bonn, Prawo państwowe - magister (2003)Uniwersytet im. A. Mickiewicza w Poznaniu, Nauk prawnych - doktor (2009)",parlamentarzysta,, doktor,,,
Michał Wypij,Michal.Wypij@sejm.pl,13-10-2019,Prawo i Sprawiedliwość,35  Olsztyn,14170,12-11-2019,brak,Koło Parlamentarne Porozumienie Jarosława Gowina,"13-12-1985, Wrocław",wyższe,"Uniwersytet Warmińsko-Mazurski, Wydział Humanistyczny, stosunki międzynarodowe - licencjat (2007)Uniwersytet Warmińsko-Mazurski, Wydział Nauk Społecznych, politologia - magister (2009)",politolog,,,,,
Marek Zagórski,Marek.Zagorski@sejm.pl,13-10-2019,Prawo i Sprawiedliwość,18  Siedlce,9143,12-11-2019,"poseł IV kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,"06-08-1967, Kamień Pomorski",wyższe,"Uniwersytet Szczeciński, Wydział Humanistyczny, Pedagogika - magister (1993)Szkoła Główna Gospodarstwa Wiejskiego w Warszawie, Bankowość i finanse (2001) - studia podyplomowe",urzędnik państwowy,,,,,
Paweł Zalewski,Pawel.Zalewski@sejm.pl,13-10-2019,Koalicja Obywatelska,20  Warszawa,12248,12-11-2019,"poseł I kadencji, poseł V kadencji, poseł VI kadencji",Koło Parlamentarne Polska 2050,"25-09-1964, Warszawa",wyższe,"Uniwersytet Warszawski, Wydział Historyczny, historia - magister (1990)",konsultant,,,,,
Adrian Zandberg,Adrian.Zandberg@sejm.pl,13-10-2019,Sojusz Lewicy Demokratycznej,19  Warszawa,140898,12-11-2019,brak,"Koalicyjny Klub Parlamentarny Lewicy (Nowa Lewica, PPS, Razem)","04-12-1979, Aalbore",wyższe,"Uniwersytet Warszawski, Wydział Historyczny, Historia - magister (2002)Uniwersytet Warszawski, Wydział Historyczny, Historia - doktor (2007)",programista,, doktor,,,
Marcelina Zawisza,Marcelina.Zawisza@sejm.pl,,Sojusz Lewicy Demokratycznej,21  Opole,19206,12-11-2019,brak,"Koalicyjny Klub Parlamentarny Lewicy (Nowa Lewica, PPS, Razem)","03-05-1989, Katowice",wyższe,"Uniwersytet Warszawski, Wydział Dziennikarstwa i Nauk Społecznych, Polityka Społeczna - licencjat (2012)",specjalista polityki społecznej,pierwsza wiceprzewodnicząca,,13-10-2019,,
Sławomir Zawiślak,Slawomir.Zawislak@sejm.pl,13-10-2019,Prawo i Sprawiedliwość,7  Chełm,24346,12-11-2019,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,"09-06-1963, Krasnobród",wyższe,"Katolicki Uniwersytet Lubelski, Wydział Humanistyczny, Historia - magister (2004)Wyższa Szkoła Menadżerska w Warszawie, Executive Master of Business Administration (2016) - studia podyplomowe",parlamentarzysta,,,,,
Witold Zembaczyński,Witold.Zembaczynski@sejm.pl,13-10-2019,Koalicja Obywatelska,21  Opole,40022,12-11-2019,poseł VIII kadencji,"Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni","28-12-1980, Opole",wyższe,"Uniwersytet Opolski, Instytut Politologii, Politologia - magister (2004)",politolog,,,,,
Piotr Zgorzelski,Piotr.Zgorzelski@sejm.pl,13-10-2019,Polskie Stronnictwo Ludowe,16  Płock,16775,12-11-2019,"poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Polska - PSL, UED, Konserwatyści","17-09-1963, Płock",wyższe,"Uniwersytet Łódzki, Wydział Filozoficzno-Historyczny, Historia - magister (1990)Uniwersytet Mikołaja Kopernika w Toruniu, Ekonomia (2002) - studia podyplomoweSzkoła Wyższa im. Pawła Włodkowica w Płocku, Integracja europejska (2007) - studia podyplomoweUniwersytet Warszawski, Menadżer publiczny (2010) - studia podyplomowe",parlamentarzysta,,,,Wicemarszałek Sejmu od 12-11-2019,
Zbigniew Ziejewski,Zbigniew.Ziejewski@sejm.pl,13-10-2019,Polskie Stronnictwo Ludowe,34  Elbląg,9028,12-11-2019,brak,"Klub Parlamentarny Koalicja Polska - PSL, UED, Konserwatyści","28-11-1958, Morąg",wyższe,"Akademia Rolniczo-Techniczna w Olsztynie, Wydział Rolniczy, Rolnictwo - magister inżynier (1984)Uniwersytet Mikołaja Kopernika w Toruniu, Organizacja i Zarządzanie Przedsiębiorstw (1992) - studia podyplomowePolitechnika Gdańska, Szacowanie nieruchomości (1997) - studia podyplomowe",rolnik,,,,,
Urszula Zielińska,Urszula.Zielinska@sejm.pl,,Koalicja Obywatelska,19  Warszawa,7536,12-11-2019,brak,"Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni","03-10-1977, Warszawa",wyższe,"Akadamia Leona Koźmińskiego, Wydział Zarządzania, marketing i zarządzanie - magister (2003)",kierownik do spraw marketingu,,,13-10-2019,,
Jarosław Zieliński,Jaroslaw.Zielinski@sejm.pl,13-10-2019,Prawo i Sprawiedliwość,24  Białystok,40092,12-11-2019,"poseł IV kadencji, poseł V kadencji, poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,"20-09-1960, Szwajcaria",wyższe,"Uniwersytet Gdański, Wydział Humanistyczny, Filologia polska - magister (1986)",parlamentarzysta,,,,,
Tomasz Zieliński,Tomasz.Zielinski@sejm.pl,13-10-2019,Prawo i Sprawiedliwość,7  Chełm,10207,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,"20-07-1967, Józefów",wyższe,"Uniwersytet Marii Curie-Skłodowskiej w Lublinie, Wydział Humanistyczny, Historia - magister (1992)Uniwersytet Warszawski, Kształcenie na odległość (2006) - studia podyplomowe",parlamentarzysta,,,,,
Piotr Benedykt Zientarski,Piotr.Zientarski@sejm.pl,13-10-2019,Koalicja Obywatelska,40  Koszalin,18771,12-11-2019,"senator VI kadencji, senator VII kadencji, senator VIII kadencji, senator IX kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni","16-04-1952, Szczecinek",wyższe,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Prawa i Administracji, prawo - magister (1075)Uniwersytet im. Adama Mickiewicza w Poznaniu, nauki prawne, prawo konstytucyjne - doktor (2010)Uniwersytet Warmińsko-Mazurski, prawo - doktor habilitowany (2020)",parlamentarzysta,, doktor habilitowany,,,
Tomasz Zimoch,Tomasz.Zimoch@sejm.pl,13-10-2019,Koalicja Obywatelska,9  Łódź,47648,12-11-2019,brak,Koło Parlamentarne Polska 2050,"30-10-1957, Łódź",wyższe,"Uniwersytet Łódzki, Wydział Prawa i Administracji, prawo - magister (1980)",dziennikarz,,,,,
Zbigniew Ziobro,Zbigniew.Ziobro@sejm.pl,13-10-2019,Prawo i Sprawiedliwość,33  Kielce,115903,12-11-2019,"poseł IV kadencji, poseł V kadencji, poseł VI kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,"18-08-1970, Kraków",wyższe,"Uniwersytet Jagielloński w Krakowie, Wydział Prawa, Prawo - magister (1994)",prawnik,,,,,
Wojciech Zubowski,Wojciech.Zubowski@sejm.pl,13-10-2019,Prawo i Sprawiedliwość,1  Legnica,12868,12-11-2019,"poseł VII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,"12-11-1979, Wrocław",wyższe,"Uniwersytet Wrocławski, Wydział Prawa, Administracji i Ekonomii, Prawo - magister (2006)Wyższa Szkoła Menedżerska w Warszawie, Master of Business Administration (2018) - studia podyplomoweSzkoła Główna Handlowa w Warszawie, Akademia Energetyki (2019) - studia podyplomowe",parlamentarzysta,,,,,
Tadeusz Zwiefka,Tadeusz.Zwiefka@sejm.pl,13-10-2019,Koalicja Obywatelska,4  Bydgoszcz,39984,12-11-2019,brak,"Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni","28-12-1954, Tuchola",wyższe,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Prawa i Administracji, Prawo - magister (1979)",prawnik,,,,,
